order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
12572,2.96E-26,-0.283676525,0.921,0.927,4.13E-22,3,Cox7a2
12573,3.07E-26,-0.353611025,0.52,0.698,4.29E-22,3,Sec11a
12574,3.16E-26,-0.316769478,0.104,0.347,4.43E-22,3,Eef1e1
12575,3.69E-26,-0.311179289,0.072,0.305,5.16E-22,3,Ripk3
12576,3.84E-26,-0.40162941,0.363,0.59,5.37E-22,3,Atp1a1
12577,3.97E-26,0.300382943,0.508,0.29,5.55E-22,3,Akap9
12578,3.98E-26,0.261725309,0.51,0.293,5.57E-22,3,Gdi1
12579,4.06E-26,-0.394757727,0.203,0.442,5.67E-22,3,Cd164
12580,4.73E-26,-0.514195699,0.503,0.695,6.61E-22,3,Ier2
12581,4.83E-26,-0.492740214,0.176,0.412,6.75E-22,3,Rinl
12582,4.86E-26,0.428593114,0.753,0.591,6.80E-22,3,Zfos1
12583,4.99E-26,-0.460230665,0.102,0.334,6.98E-22,3,Ptpn22
12584,6.06E-26,-0.337876935,0.187,0.43,8.47E-22,3,Tomm40
12585,8.02E-26,-0.319526613,0.848,0.907,1.12E-21,3,Serbp1
12586,9.09E-26,-0.391314306,0.028,0.246,1.27E-21,3,Cyp4f18
12587,9.52E-26,-0.600544909,0.589,0.729,1.33E-21,3,Zbp1
12588,9.66E-26,-0.359450674,0.356,0.571,1.35E-21,3,Stra13
12589,1.00E-25,-1.167815794,0.081,0.305,1.40E-21,3,Lpl
12590,1.14E-25,-0.333693302,0.979,0.995,1.60E-21,3,Rpl36a
12591,1.16E-25,-0.396280647,0.734,0.821,1.62E-21,3,Arl6ip1
12592,1.18E-25,-0.445602972,0.104,0.333,1.64E-21,3,Il17ra
12593,1.22E-25,-0.326436808,0.145,0.386,1.70E-21,3,Rbfa
12594,1.43E-25,-0.300613675,0.042,0.263,2.00E-21,3,Adam15
12595,1.58E-25,-0.400760063,0.587,0.721,2.20E-21,3,Cmpk1
12596,1.70E-25,-0.435770687,0.3,0.52,2.38E-21,3,Fkbp3
12597,1.75E-25,-0.61699689,0.032,0.25,2.45E-21,3,F10
12598,1.98E-25,-0.319323302,0.132,0.372,2.77E-21,3,Was
12599,2.42E-25,-0.38777641,0.055,0.279,3.39E-21,3,Il16
12600,3.06E-25,-0.315381943,0.811,0.843,4.28E-21,3,Psmb2
12601,3.25E-25,-0.313232022,0.074,0.297,4.54E-21,3,Sfxn1
12602,3.27E-25,-0.471142701,0.085,0.312,4.57E-21,3,Bst1
12603,3.77E-25,0.299072585,0.908,0.809,5.28E-21,3,Sh3glb1
12604,4.12E-25,0.261901981,0.998,0.978,5.76E-21,3,Hsp90ab1
12605,4.14E-25,-0.372868006,0.353,0.569,5.79E-21,3,Atp6ap1
12606,5.44E-25,-0.291039812,0.088,0.313,7.60E-21,3,Rpf2
12607,6.69E-25,-0.401530817,0.048,0.268,9.35E-21,3,Dpep2
12608,6.78E-25,-0.319696635,0.028,0.243,9.48E-21,3,Cd300lf
12609,7.16E-25,-0.371753978,0.691,0.779,1.00E-20,3,Srsf2
12610,7.50E-25,-0.42386703,0.238,0.465,1.05E-20,3,Casp1
12611,7.96E-25,-0.329934482,0.231,0.473,1.11E-20,3,Bccip
12612,8.21E-25,-0.331132258,0.088,0.316,1.15E-20,3,Lbr
12613,9.34E-25,-0.391083273,0.097,0.328,1.31E-20,3,Itgal
12614,1.17E-24,-0.353425544,0.298,0.539,1.64E-20,3,Dnajc3
12615,1.24E-24,-0.35450995,0.547,0.709,1.74E-20,3,Zfp706
12616,1.34E-24,-0.352918439,0.118,0.347,1.88E-20,3,Ethe1
12617,1.55E-24,-0.674395837,0.062,0.283,2.16E-20,3,Cd14
12618,1.65E-24,-0.364996972,0.109,0.339,2.31E-20,3,AI467606
12619,1.70E-24,-0.573512638,0.065,0.281,2.37E-20,3,Cst7
12620,1.75E-24,-0.848470013,0.081,0.3,2.44E-20,3,Fn1
12621,1.75E-24,0.500143273,0.545,0.346,2.45E-20,3,Ddt
12622,1.78E-24,-0.37750345,0.109,0.34,2.50E-20,3,Eps8
12623,2.38E-24,-0.267521828,0.931,0.947,3.33E-20,3,Atp5b
12624,2.89E-24,-0.298582672,0.092,0.314,4.04E-20,3,Sigmar1
12625,2.89E-24,-0.352052061,0.129,0.364,4.04E-20,3,Samd9l
12626,2.95E-24,-0.335566771,0.222,0.45,4.13E-20,3,Blvra
12627,3.34E-24,-0.525838756,0.06,0.272,4.67E-20,3,Gimap9
12628,3.69E-24,-0.305305029,0.058,0.274,5.16E-20,3,Slc43a2
12629,4.60E-24,0.257110702,0.416,0.214,6.43E-20,3,Herc6
12630,5.15E-24,-0.299382972,0.09,0.317,7.21E-20,3,Slc35c2
12631,5.54E-24,-0.341998376,0.379,0.584,7.75E-20,3,Dnajc19
12632,6.14E-24,-0.357367097,0.513,0.686,8.59E-20,3,Sys1
12633,6.28E-24,0.284467934,0.577,0.38,8.78E-20,3,Cmip
12634,6.91E-24,-0.273119165,0.069,0.289,9.66E-20,3,Stt3b
12635,8.75E-24,-0.365851552,0.242,0.459,1.22E-19,3,Pgd
12636,9.07E-24,-0.530815887,0.316,0.531,1.27E-19,3,Fgl2
12637,1.01E-23,0.262122944,0.679,0.487,1.41E-19,3,Dctn2
12638,1.02E-23,-0.324734865,0.252,0.483,1.43E-19,3,Cdc26
12639,1.04E-23,-0.334061454,0.36,0.567,1.46E-19,3,Ebp
12640,1.07E-23,-0.338664397,0.187,0.422,1.50E-19,3,Scamp3
12641,1.13E-23,0.263134223,0.543,0.327,1.59E-19,3,Dlgap4
12642,1.23E-23,-0.332515475,0.467,0.664,1.72E-19,3,Pfdn2
12643,1.23E-23,-0.376963618,0.139,0.367,1.72E-19,3,Fam46a
12644,1.33E-23,-0.294471528,0.132,0.36,1.85E-19,3,Mrps28
12645,1.49E-23,-0.299887162,0.155,0.388,2.08E-19,3,Tmem192
12646,1.56E-23,-0.278779568,0.055,0.266,2.18E-19,3,Dgkz
12647,1.70E-23,-0.343618102,0.122,0.346,2.38E-19,3,Nop58
12648,1.73E-23,-0.348773422,0.035,0.24,2.42E-19,3,Rgl1
12649,1.78E-23,-0.342552722,0.626,0.744,2.49E-19,3,Ndufv3
12650,1.90E-23,0.395176756,0.82,0.656,2.65E-19,3,Irf8
12651,1.94E-23,-0.326716241,0.309,0.532,2.72E-19,3,Sdhc
12652,2.07E-23,-0.327755306,0.141,0.369,2.90E-19,3,Cept1
12653,2.10E-23,0.298642054,0.436,0.239,2.93E-19,3,Lmnb1
12654,2.43E-23,-0.29160597,0.998,1,3.40E-19,3,Rps7
12655,2.50E-23,-0.350816872,0.203,0.428,3.50E-19,3,Pepd
12656,2.54E-23,-0.304496172,0.716,0.822,3.55E-19,3,Eif3i
12657,2.63E-23,-0.333045826,0.552,0.709,3.68E-19,3,Ndufb6
12658,2.68E-23,-0.276014763,0.85,0.885,3.75E-19,3,Psmb3
12659,2.77E-23,-0.307109405,0.192,0.411,3.87E-19,3,Acat1
12660,3.18E-23,-0.414089487,0.162,0.387,4.45E-19,3,Pld3
12661,3.41E-23,-0.335645831,0.49,0.698,4.77E-19,3,Trmt112
12662,3.46E-23,-0.285603964,0.085,0.305,4.84E-19,3,Siah2
12663,3.55E-23,-0.364585459,0.046,0.249,4.97E-19,3,Cd244
12664,4.06E-23,-0.326404132,0.028,0.229,5.68E-19,3,Hacd4
12665,4.25E-23,-0.376971389,0.45,0.657,5.94E-19,3,mt-Nd3
12666,4.40E-23,0.264338145,0.517,0.315,6.16E-19,3,Rela
12667,5.13E-23,-0.268285495,0.067,0.279,7.18E-19,3,Ccnh
12668,5.16E-23,-0.253310934,0.03,0.23,7.22E-19,3,Rgs14
12669,5.38E-23,-0.324416048,0.319,0.528,7.52E-19,3,Mrps15
12670,5.65E-23,-0.326537519,0.15,0.382,7.91E-19,3,9930111J21Rik2
12671,6.31E-23,-0.273751154,0.058,0.268,8.82E-19,3,Ppt2
12672,6.31E-23,-0.344200218,0.118,0.335,8.82E-19,3,Wbp5
12673,7.04E-23,-0.335481187,0.018,0.217,9.85E-19,3,Ms4a8a
12674,7.74E-23,-0.622402956,0.072,0.28,1.08E-18,3,Gimap7
12675,8.07E-23,-0.582853362,0.162,0.387,1.13E-18,3,Socs3
12676,8.34E-23,-0.437708872,0.219,0.43,1.17E-18,3,Sirpa
12677,9.20E-23,-0.910573727,0.062,0.269,1.29E-18,3,Cd7
12678,9.28E-23,-0.306196576,0.072,0.282,1.30E-18,3,Sema4d
12679,9.43E-23,-0.324371693,0.649,0.8,1.32E-18,3,Gpsm3
12680,9.86E-23,-0.308736238,0.118,0.34,1.38E-18,3,Acer3
12681,1.01E-22,-0.38279101,0.326,0.525,1.42E-18,3,Pa2g4
12682,1.06E-22,-0.373664719,0.64,0.732,1.49E-18,3,Rab5c
12683,1.06E-22,-0.380300475,0.418,0.62,1.49E-18,3,Leprotl1
12684,1.10E-22,-0.327520824,0.748,0.841,1.54E-18,3,Msn
12685,1.27E-22,-0.29708218,0.055,0.262,1.78E-18,3,Plod3
12686,1.29E-22,0.299839934,0.952,0.744,1.81E-18,3,Lamp1
12687,1.31E-22,-0.324842195,0.201,0.429,1.83E-18,3,Rsl1d1
12688,1.41E-22,-0.29986934,0.238,0.469,1.97E-18,3,Exosc3
12689,1.42E-22,-0.340855063,0.441,0.632,1.99E-18,3,Bola2
12690,1.50E-22,-0.319390731,0.249,0.468,2.10E-18,3,Clptm1l
12691,1.55E-22,-0.497412735,0.418,0.606,2.17E-18,3,Irf7
12692,1.65E-22,0.271967222,0.365,0.184,2.31E-18,3,Kdm6b
12693,1.67E-22,-0.302620938,0.062,0.27,2.34E-18,3,Slfn8
12694,1.95E-22,-0.650334426,0.088,0.294,2.73E-18,3,Il2rb
12695,2.00E-22,-0.29854239,0.099,0.32,2.80E-18,3,Lbh
12696,2.28E-22,-0.316701556,0.219,0.44,3.19E-18,3,Tmem126a
12697,2.70E-22,0.307115361,0.54,0.355,3.78E-18,3,Hax1
12698,2.82E-22,-0.331248059,0.303,0.509,3.94E-18,3,Tmco1
12699,3.58E-22,-0.289255827,0.099,0.318,5.01E-18,3,Gar1
12700,3.59E-22,-0.361675816,0.529,0.682,5.02E-18,3,AI662270
12701,3.76E-22,-0.334546537,0.062,0.268,5.25E-18,3,Kcnn4
12702,3.94E-22,-0.436620273,0.905,0.93,5.51E-18,3,Rpl22l1
12703,4.09E-22,-0.331688886,0.042,0.24,5.72E-18,3,Il18
12704,4.49E-22,0.269167467,0.681,0.473,6.29E-18,3,5-Mar
12705,4.60E-22,0.413041451,0.524,0.337,6.44E-18,3,Cdc42ep3
12706,4.61E-22,-0.255556105,0.046,0.247,6.45E-18,3,Sdad1
12707,5.68E-22,-0.305069859,0.143,0.37,7.94E-18,3,Pgs1
12708,6.18E-22,-0.557529335,0.072,0.271,8.64E-18,3,Cxcr3
12709,6.50E-22,0.363783735,0.43,0.232,9.09E-18,3,Il1b
12710,7.03E-22,-0.447729084,0.439,0.623,9.83E-18,3,Btg2
12711,7.06E-22,-0.275234174,0.088,0.299,9.87E-18,3,Nudt19
12712,7.24E-22,-0.319461727,0.028,0.218,1.01E-17,3,Hk3
12713,8.51E-22,-0.365407275,0.076,0.286,1.19E-17,3,Ramp1
12714,9.90E-22,0.283735411,0.446,0.262,1.38E-17,3,Ptcd2
12715,1.02E-21,-0.338796042,0.032,0.225,1.43E-17,3,Gm5150
12716,1.05E-21,-0.314235423,0.259,0.485,1.46E-17,3,Cox20
12717,1.09E-21,0.281346837,0.464,0.278,1.53E-17,3,Arl3
12718,1.14E-21,-0.651029673,0.372,0.543,1.59E-17,3,Plin2
12719,1.22E-21,-0.322252154,0.224,0.448,1.70E-17,3,Bscl2
12720,1.34E-21,-0.346440762,0.307,0.511,1.87E-17,3,Cib1
12721,1.37E-21,-0.257317007,0.03,0.22,1.91E-17,3,Iqgap2
12722,1.64E-21,-0.303151416,0.621,0.742,2.30E-17,3,Phb2
12723,1.70E-21,0.277311463,0.753,0.573,2.38E-17,3,Eif4a2
12724,1.74E-21,0.344619353,0.79,0.616,2.43E-17,3,Slc25a4
12725,1.91E-21,-0.253481565,0.998,1,2.68E-17,3,Rps10
12726,1.92E-21,-0.337405912,0.051,0.249,2.69E-17,3,Tspan32
12727,1.99E-21,0.265837957,0.591,0.396,2.79E-17,3,Sqstm1
12728,2.13E-21,-0.314989591,0.081,0.283,2.98E-17,3,Zeb2os
12729,2.16E-21,-0.360620818,0.467,0.621,3.03E-17,3,Twf2
12730,2.36E-21,-0.267075223,0.095,0.298,3.30E-17,3,Ppil3
12731,2.58E-21,-0.303100202,0.115,0.329,3.61E-17,3,Tmem189
12732,2.60E-21,-0.328069408,0.291,0.495,3.63E-17,3,Sft2d1
12733,2.75E-21,0.294723686,0.684,0.5,3.85E-17,3,Rbm17
12734,2.89E-21,-0.767884546,0.118,0.322,4.04E-17,3,Thy1
12735,2.95E-21,-0.278569111,0.702,0.798,4.13E-17,3,Ndufb5
12736,3.01E-21,0.256616266,0.54,0.348,4.21E-17,3,Bcl7c
12737,3.11E-21,-1.043951672,0.12,0.317,4.35E-17,3,Ctla2a
12738,3.19E-21,-0.970046996,0.467,0.574,4.46E-17,3,Aif1
12739,3.20E-21,-1.036062907,0.106,0.307,4.47E-17,3,Cd3d
12740,3.50E-21,-0.296376824,0.901,0.939,4.90E-17,3,Pabpc1
12741,3.59E-21,-0.79472184,0.097,0.295,5.02E-17,3,Clec4n
12742,3.72E-21,0.305892146,0.76,0.62,5.20E-17,3,Dnajb6
12743,4.05E-21,-0.332316594,0.053,0.248,5.67E-17,3,Mef2c
12744,4.12E-21,-0.250022947,0.032,0.219,5.76E-17,3,Cln8
12745,5.47E-21,-0.572516813,0.074,0.276,7.66E-17,3,Clec10a
12746,5.54E-21,-0.519070363,0.053,0.243,7.75E-17,3,Sh2d1a
12747,5.61E-21,0.275941039,0.455,0.259,7.85E-17,3,Rcsd1
12748,5.62E-21,-0.296842917,0.233,0.447,7.86E-17,3,Mgat2
12749,7.24E-21,-0.308677873,0.109,0.315,1.01E-16,3,Dctpp1
12750,7.56E-21,-0.558534196,0.03,0.214,1.06E-16,3,Mgst1
12751,7.59E-21,-0.286241605,0.134,0.346,1.06E-16,3,Stard3
12752,8.04E-21,-0.376133093,0.344,0.53,1.12E-16,3,Asah1
12753,8.35E-21,-0.257175494,0.889,0.895,1.17E-16,3,Arf1
12754,8.55E-21,-0.310031747,0.129,0.338,1.20E-16,3,Kdm7a
12755,9.58E-21,-0.285701268,0.023,0.204,1.34E-16,3,Lyl1
12756,1.04E-20,-0.321526834,0.446,0.614,1.45E-16,3,Ube2a
12757,1.05E-20,-0.314582321,0.425,0.604,1.46E-16,3,Gtf2h5
12758,1.05E-20,-0.293424609,0.674,0.785,1.47E-16,3,Uqcr11
12759,1.05E-20,-0.27958391,0.032,0.219,1.47E-16,3,Dok3
12760,1.06E-20,-0.30368578,0.032,0.215,1.48E-16,3,Rab3il1
12761,1.13E-20,-0.376801014,0.275,0.488,1.59E-16,3,Arhgef1
12762,1.19E-20,-0.29050174,0.182,0.393,1.66E-16,3,Alg5
12763,1.22E-20,-0.301810443,0.176,0.396,1.71E-16,3,Hspa9
12764,1.24E-20,-0.305923994,0.162,0.376,1.73E-16,3,Ap2a2
12765,1.26E-20,0.269351855,0.813,0.635,1.76E-16,3,Arhgap30
12766,1.28E-20,0.264753885,0.644,0.452,1.80E-16,3,Mob1a
12767,1.29E-20,0.256249482,0.718,0.534,1.80E-16,3,Dusp11
12768,1.32E-20,0.268250727,0.721,0.523,1.84E-16,3,Fam96b
12769,1.39E-20,-0.308777254,0.36,0.556,1.94E-16,3,Mcts1
12770,1.39E-20,-0.312563219,0.591,0.712,1.95E-16,3,Ssb
12771,1.39E-20,-0.292066968,0.055,0.25,1.95E-16,3,Sirpb1b
12772,1.46E-20,-0.402554213,0.048,0.236,2.04E-16,3,S1pr4
12773,1.46E-20,0.327229505,0.915,0.789,2.05E-16,3,Ier5
12774,1.49E-20,-0.295688056,0.095,0.296,2.08E-16,3,Mitd1
12775,1.60E-20,-0.340028975,0.152,0.363,2.24E-16,3,Camk2d
12776,1.71E-20,-0.318348733,0.104,0.306,2.39E-16,3,Def6
12777,1.72E-20,0.267462979,0.949,0.809,2.41E-16,3,Tuba1b
12778,2.00E-20,-0.329569748,0.109,0.31,2.80E-16,3,Ptp4a3
12779,2.22E-20,-0.310357467,0.099,0.3,3.11E-16,3,Lap3
12780,2.36E-20,-0.292439219,0.176,0.391,3.30E-16,3,1110001J03Rik
12781,2.36E-20,-0.292821611,0.813,0.875,3.30E-16,3,Eef1d
12782,2.42E-20,-0.266627134,0.799,0.857,3.38E-16,3,Srsf3
12783,2.48E-20,-0.333542926,0.083,0.282,3.47E-16,3,Cebpa
12784,2.56E-20,-0.360034616,0.03,0.211,3.58E-16,3,Pilra
12785,3.23E-20,-0.285979452,0.088,0.29,4.52E-16,3,Il6ra
12786,3.31E-20,-0.287920295,0.185,0.391,4.63E-16,3,Lrpap1
12787,3.39E-20,-0.33666713,0.055,0.244,4.75E-16,3,Rasgrp2
12788,3.59E-20,-0.315677633,0.568,0.717,5.02E-16,3,Ptp4a2
12789,3.59E-20,-0.251822742,0.076,0.269,5.03E-16,3,Agpat5
12790,4.06E-20,0.308807811,0.836,0.686,5.68E-16,3,Stat1
12791,4.13E-20,-0.292405174,0.266,0.479,5.78E-16,3,Mrpl21
12792,4.14E-20,-0.466780633,0.09,0.284,5.79E-16,3,Ets1
12793,4.27E-20,-1.050513209,0.102,0.295,5.98E-16,3,Cd3g
12794,4.42E-20,-0.254028645,0.875,0.889,6.18E-16,3,Ndufa2
12795,5.14E-20,-0.261817291,0.044,0.232,7.19E-16,3,Rasa3
12796,5.53E-20,0.324041166,0.866,0.727,7.73E-16,3,Tceb1
12797,5.60E-20,-0.261362058,0.136,0.343,7.83E-16,3,Mrps18b
12798,5.95E-20,-0.28902568,0.48,0.646,8.32E-16,3,Mrpl18
12799,6.03E-20,-0.348407708,0.286,0.49,8.43E-16,3,Creg1
12800,6.30E-20,-0.31523343,0.062,0.252,8.81E-16,3,Neurl3
12801,6.31E-20,-0.82289885,0.032,0.209,8.83E-16,3,Hp
12802,6.32E-20,-0.288553696,0.09,0.286,8.83E-16,3,Por
12803,7.40E-20,-0.516746163,0.208,0.413,1.04E-15,3,Cd82
12804,7.50E-20,-0.753708392,0.55,0.652,1.05E-15,3,Msrb1
12805,7.74E-20,-0.330633534,0.284,0.483,1.08E-15,3,Anp32e
12806,7.80E-20,0.280244041,0.965,0.934,1.09E-15,3,Slc25a3
12807,7.98E-20,0.347484362,0.723,0.564,1.12E-15,3,Mlf2
12808,8.03E-20,-0.296504392,0.259,0.465,1.12E-15,3,Lamtor3
12809,8.37E-20,-0.31220123,0.36,0.553,1.17E-15,3,Emc10
12810,8.92E-20,-0.297411348,0.337,0.53,1.25E-15,3,Pfdn1
12811,9.20E-20,-0.412823082,0.035,0.213,1.29E-15,3,Hsd11b1
12812,9.31E-20,-0.323745182,0.374,0.566,1.30E-15,3,Znhit1
12813,9.38E-20,-0.329383126,0.383,0.574,1.31E-15,3,G3bp2
12814,9.63E-20,-0.266838858,0.132,0.337,1.35E-15,3,Mrto4
12815,9.88E-20,-0.356727181,0.76,0.878,1.38E-15,3,Jund
12816,1.03E-19,-0.269978265,1,1,1.44E-15,3,Rps16
12817,1.08E-19,-0.308174403,0.035,0.213,1.52E-15,3,Klhl6
12818,1.22E-19,0.30815919,0.693,0.528,1.70E-15,3,Hcfc1r1
12819,1.22E-19,-0.266351752,0.046,0.228,1.70E-15,3,Irf2bpl
12820,1.35E-19,-0.259937223,0.12,0.321,1.89E-15,3,Dars
12821,1.36E-19,-0.266572458,0.132,0.335,1.90E-15,3,Cisd1
12822,1.43E-19,-0.539969407,0.194,0.4,2.00E-15,3,Rnase6
12823,1.47E-19,-0.290243029,0.21,0.416,2.06E-15,3,Eif3j1
12824,1.64E-19,0.282475851,0.64,0.457,2.29E-15,3,Prpf38b
12825,1.65E-19,-0.269052767,0.122,0.322,2.31E-15,3,Ppp1r14b
12826,1.76E-19,-0.253780137,0.115,0.312,2.46E-15,3,Polr2h
12827,1.77E-19,-0.300301598,0.351,0.537,2.48E-15,3,Ndufa9
12828,1.79E-19,-0.28896442,0.247,0.46,2.50E-15,3,Snrpa1
12829,2.03E-19,-0.30335214,0.508,0.661,2.84E-15,3,Tomm5
12830,2.17E-19,-0.283177114,0.21,0.418,3.04E-15,3,Smim11
12831,2.20E-19,0.259085213,0.965,0.897,3.07E-15,3,Atp6v0e
12832,2.25E-19,-0.307023048,0.21,0.415,3.15E-15,3,Capn2
12833,2.51E-19,0.269945356,0.559,0.381,3.51E-15,3,Mapk3
12834,2.60E-19,-0.250117719,0.102,0.297,3.64E-15,3,Spcs3
12835,2.74E-19,-0.4637479,0.714,0.821,3.83E-15,3,Mif
12836,2.83E-19,-0.269006365,0.109,0.302,3.96E-15,3,Rasgrp4
12837,2.86E-19,-0.377140389,0.238,0.44,4.00E-15,3,2700094K13Rik
12838,2.95E-19,0.304008293,0.531,0.351,4.13E-15,3,Asap1
12839,2.95E-19,-0.306890556,0.425,0.599,4.13E-15,3,Ddx39b
12840,3.00E-19,-0.311519036,0.333,0.541,4.19E-15,3,Casp8
12841,3.11E-19,-0.29051195,0.268,0.47,4.34E-15,3,Ssbp1
12842,3.18E-19,-0.342695098,0.157,0.356,4.44E-15,3,Oas1a
12843,3.32E-19,-0.283287785,0.6,0.741,4.64E-15,3,Mrpl30
12844,3.71E-19,-0.261509312,0.039,0.219,5.19E-15,3,Fam129b
12845,3.88E-19,-0.310164741,0.386,0.563,5.43E-15,3,Eif2s1
12846,4.07E-19,-0.259608985,0.118,0.312,5.69E-15,3,Ddx41
12847,4.14E-19,-0.307450581,0.383,0.567,5.79E-15,3,Srsf6
12848,4.15E-19,-0.282996884,0.173,0.377,5.81E-15,3,Me2
12849,4.43E-19,-0.283467167,0.432,0.609,6.20E-15,3,Cops6
12850,4.59E-19,-0.323417357,0.483,0.644,6.42E-15,3,Eif5
12851,4.99E-19,-0.460430724,0.069,0.253,6.97E-15,3,Mrc1
12852,5.55E-19,-0.304370583,0.192,0.391,7.76E-15,3,Nptn
12853,5.87E-19,-0.315915001,0.21,0.412,8.21E-15,3,Ppa1
12854,6.51E-19,0.269075551,0.393,0.217,9.11E-15,3,Idi1
12855,6.56E-19,-0.445270058,0.072,0.255,9.18E-15,3,Pla2g7
12856,6.60E-19,-0.259460209,0.062,0.242,9.24E-15,3,Gde1
12857,6.69E-19,-0.261983603,0.042,0.22,9.36E-15,3,Dusp6
12858,6.91E-19,-0.266567027,0.058,0.238,9.66E-15,3,Sephs2
12859,7.16E-19,-0.253169871,0.861,0.895,1.00E-14,3,Hnrnpk
12860,7.83E-19,-0.390357102,0.411,0.579,1.09E-14,3,Pfkp
12861,8.04E-19,-0.288130794,0.344,0.539,1.12E-14,3,Psmd6
12862,8.33E-19,-0.280448411,0.113,0.31,1.16E-14,3,Dck
12863,8.54E-19,-0.345919474,0.372,0.544,1.19E-14,3,Il10rb
12864,8.67E-19,-0.304921072,0.206,0.409,1.21E-14,3,Ddx21
12865,8.74E-19,-0.257413604,0.122,0.317,1.22E-14,3,Farsa
12866,8.97E-19,-0.346221609,0.199,0.397,1.25E-14,3,Rnf149
12867,9.47E-19,-0.255839877,0.111,0.306,1.32E-14,3,Mfsd10
12868,9.48E-19,-0.264650308,0.072,0.256,1.33E-14,3,Lipa
12869,9.92E-19,-0.264147973,0.055,0.236,1.39E-14,3,Arhgap25
12870,1.10E-18,-0.396133029,0.106,0.294,1.53E-14,3,Slc2a1
12871,1.11E-18,-0.280225474,0.319,0.512,1.55E-14,3,Sar1b
12872,1.22E-18,-0.300670939,0.624,0.723,1.70E-14,3,Cct8
12873,1.30E-18,-0.319401649,0.18,0.37,1.82E-14,3,Gstp1
12874,1.33E-18,-0.278623274,0.118,0.31,1.86E-14,3,Susd3
12875,1.36E-18,-0.292782014,0.152,0.34,1.91E-14,3,Dram2
12876,1.41E-18,-0.308183923,0.552,0.69,1.98E-14,3,Pebp1
12877,1.49E-18,-0.340910382,0.182,0.377,2.08E-14,3,Tor3a
12878,1.49E-18,-0.323609709,0.649,0.751,2.09E-14,3,Tkt
12879,1.64E-18,-0.303606089,0.434,0.604,2.30E-14,3,Cct3
12880,1.67E-18,-0.29425828,0.321,0.516,2.34E-14,3,Ebna1bp2
12881,1.71E-18,-0.288121636,0.485,0.648,2.39E-14,3,Glrx3
12882,1.74E-18,-0.273716606,0.245,0.454,2.43E-14,3,Nars
12883,1.84E-18,-0.307641345,0.37,0.54,2.57E-14,3,Mrpl12
12884,1.88E-18,-0.262207032,1,0.999,2.63E-14,3,Rplp0
12885,1.98E-18,-0.557528071,0.069,0.243,2.76E-14,3,Txk
12886,2.61E-18,-0.297074438,0.074,0.254,3.65E-14,3,Hk2
12887,2.67E-18,0.317773757,0.531,0.378,3.74E-14,3,Gtpbp4
12888,2.69E-18,-0.77900946,0.21,0.382,3.77E-14,3,Tppp3
12889,2.72E-18,-0.703251499,0.799,0.803,3.81E-14,3,Ifi27l2a
12890,2.96E-18,-0.293850936,0.136,0.336,4.14E-14,3,Runx1
12891,3.02E-18,-0.274613976,0.393,0.574,4.22E-14,3,Mtch2
12892,3.04E-18,-0.298054638,0.376,0.561,4.24E-14,3,Cisd2
12893,3.05E-18,-0.252561384,0.069,0.247,4.26E-14,3,Nab2
12894,3.35E-18,-0.257752002,0.164,0.356,4.68E-14,3,Nol12
12895,3.39E-18,0.286533263,0.506,0.336,4.74E-14,3,Gpbp1
12896,3.40E-18,0.28629764,0.681,0.524,4.75E-14,3,Rsu1
12897,3.40E-18,-0.278415558,0.383,0.571,4.76E-14,3,Mydgf
12898,3.43E-18,-0.301748345,0.353,0.529,4.80E-14,3,Derl1
12899,3.53E-18,-0.325874383,0.231,0.424,4.94E-14,3,Ikzf1
12900,3.80E-18,-0.288927749,0.273,0.461,5.32E-14,3,Hsd17b10
12901,3.92E-18,-1.051611182,0.025,0.187,5.49E-14,3,Chil3
12902,4.24E-18,-0.279611508,0.176,0.372,5.93E-14,3,Plekho2
12903,4.28E-18,0.277072692,0.931,0.72,5.99E-14,3,H2-Aa
12904,4.86E-18,-0.267120221,0.12,0.313,6.80E-14,3,Slc1a5
12905,4.98E-18,-0.309750418,0.506,0.65,6.97E-14,3,Hnrnpab
12906,5.34E-18,-0.258384578,0.162,0.356,7.46E-14,3,Inpp5d
12907,5.42E-18,-0.266039522,0.109,0.295,7.58E-14,3,Smim4
12908,5.47E-18,-0.283796553,0.291,0.478,7.65E-14,3,Epn1
12909,5.53E-18,-0.268718936,0.113,0.298,7.73E-14,3,Uap1l1
12910,5.66E-18,-0.268176769,0.173,0.372,7.92E-14,3,Map2k3
12911,5.70E-18,-0.288187367,0.524,0.649,7.97E-14,3,Cyc1
12912,5.98E-18,0.272037255,0.755,0.585,8.36E-14,3,Akap13
12913,6.18E-18,-0.286073726,0.273,0.459,8.64E-14,3,Tm2d2
12914,6.52E-18,-0.288900352,0.273,0.46,9.12E-14,3,Mrpl28
12915,6.80E-18,-0.34255164,0.781,0.822,9.51E-14,3,H2afy
12916,7.17E-18,-0.293854942,0.238,0.437,1.00E-13,3,Ggh
12917,7.38E-18,-0.286281617,0.159,0.356,1.03E-13,3,Fh1
12918,7.42E-18,-0.284847268,0.614,0.722,1.04E-13,3,Vapa
12919,7.79E-18,-0.255577453,0.711,0.796,1.09E-13,3,Srp14
12920,9.58E-18,-0.264803648,0.09,0.27,1.34E-13,3,Tnfrsf13b
12921,9.64E-18,-0.278682184,0.328,0.512,1.35E-13,3,Strap
